,order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at,avg_shoe_price,business_type
1303,1304,39,783,268,2,cash,2017-03-13 06:40:24.749,134.0,general
2234,2235,94,905,268,2,credit_card,2017-03-22 10:43:08.472,134.0,general
1004,1005,94,997,268,2,credit_card,2017-03-07 17:03:30.032,134.0,general
646,647,39,857,268,2,debit,2017-03-24 03:04:52.677,134.0,general
4368,4369,39,976,268,2,credit_card,2017-03-19 21:55:09.456,134.0,general
204,205,39,987,268,2,cash,2017-03-19 05:09:02.961,134.0,general
2580,2581,94,786,268,2,cash,2017-03-06 20:28:14.163,134.0,general
1061,1062,39,715,268,2,cash,2017-03-23 18:24:34.940,134.0,general
2664,2665,94,983,268,2,debit,2017-03-23 00:21:18.020,134.0,general
3390,3391,94,832,268,2,debit,2017-03-15 11:18:24.982,134.0,general
628,629,39,880,268,2,credit_card,2017-03-10 10:27:42.351,134.0,general
2955,2956,94,716,268,2,cash,2017-03-24 04:56:49.518,134.0,general
3645,3646,94,706,268,2,credit_card,2017-03-27 16:16:23.735,134.0,general
2811,2812,39,700,268,2,debit,2017-03-08 20:28:43.706,134.0,general
304,305,94,916,268,2,cash,2017-03-29 22:46:44.381,134.0,general
3899,3900,39,721,268,2,credit_card,2017-03-03 21:14:51.964,134.0,general
1661,1662,94,874,268,2,cash,2017-03-04 17:35:53.133,134.0,general
2082,2083,94,912,268,2,credit_card,2017-03-05 02:56:50.140,134.0,general
555,556,39,976,268,2,credit_card,2017-03-09 06:06:03.816,134.0,general
1927,1928,92,960,270,3,debit,2017-03-21 03:44:07.817,90.0,general
230,231,68,865,272,2,cash,2017-03-04 19:40:15.026,136.0,general
673,674,63,883,272,2,debit,2017-03-25 16:36:30.953,136.0,general
2634,2635,63,763,272,2,credit_card,2017-03-30 03:08:46.209,136.0,general
951,952,68,762,272,2,debit,2017-03-05 13:56:56.793,136.0,general
163,164,63,915,272,2,debit,2017-03-01 06:07:29.262,136.0,general
3900,3901,68,895,272,2,cash,2017-03-07 01:33:08.677,136.0,general
2679,2680,68,922,272,2,credit_card,2017-03-14 02:24:23.149,136.0,general
1019,1020,63,730,272,2,cash,2017-03-07 15:00:22.370,136.0,general
4107,4108,63,809,272,2,debit,2017-03-24 06:18:58.702,136.0,general
385,386,68,900,272,2,debit,2017-03-08 23:01:58.554,136.0,general
333,334,68,968,272,2,debit,2017-03-02 15:39:13.407,136.0,general
223,224,68,767,272,2,credit_card,2017-03-07 09:58:57.801,136.0,general
4251,4252,63,798,272,2,credit_card,2017-03-19 15:58:03.750,136.0,general
3991,3992,63,782,272,2,cash,2017-03-04 21:31:06.703,136.0,general
1953,1954,63,754,272,2,cash,2017-03-06 18:39:47.273,136.0,general
3846,3847,63,799,272,2,debit,2017-03-13 00:37:58.048,136.0,general
4846,4847,63,967,272,2,cash,2017-03-07 05:25:26.702,136.0,general
3932,3933,68,887,272,2,debit,2017-03-25 22:38:06.257,136.0,general
3758,3759,63,823,272,2,credit_card,2017-03-13 01:08:53.848,136.0,general
3937,3938,63,857,272,2,cash,2017-03-30 20:21:37.740,136.0,general
3388,3389,63,884,272,2,debit,2017-03-28 17:19:11.750,136.0,general
1388,1389,63,738,272,2,debit,2017-03-27 20:49:51.061,136.0,general
1253,1254,68,930,272,2,debit,2017-03-15 20:51:16.096,136.0,general
392,393,63,936,272,2,credit_card,2017-03-01 20:51:03.859,136.0,general
1652,1653,63,883,272,2,credit_card,2017-03-24 23:24:28.870,136.0,general
1213,1214,68,882,272,2,debit,2017-03-29 14:18:57.271,136.0,general
3034,3035,68,706,272,2,debit,2017-03-08 10:26:24.874,136.0,general
1730,1731,63,787,272,2,credit_card,2017-03-08 14:36:38.662,136.0,general
2021,2022,63,738,272,2,cash,2017-03-02 06:47:03.329,136.0,general
4810,4811,68,844,272,2,credit_card,2017-03-25 17:57:44.928,136.0,general
1850,1851,63,717,272,2,cash,2017-03-24 18:35:55.625,136.0,general
3974,3975,63,966,272,2,debit,2017-03-11 16:02:43.651,136.0,general
451,452,63,749,272,2,credit_card,2017-03-24 10:15:46.303,136.0,general
1233,1234,68,931,272,2,debit,2017-03-07 03:41:56.940,136.0,general
4022,4023,68,993,272,2,credit_card,2017-03-22 08:38:36.988,136.0,general
1289,1290,63,895,272,2,cash,2017-03-22 23:13:08.381,136.0,general
473,474,63,966,272,2,credit_card,2017-03-09 02:41:05.585,136.0,general
1763,1764,63,845,272,2,debit,2017-03-06 13:11:38.122,136.0,general
3796,3797,63,835,272,2,debit,2017-03-30 02:01:25.496,136.0,general
1599,1600,63,868,272,2,cash,2017-03-25 07:55:18.004,136.0,general
582,583,63,879,272,2,cash,2017-03-21 11:49:07.252,136.0,general
1732,1733,68,903,272,2,debit,2017-03-27 21:08:11.766,136.0,general
4052,4053,63,768,272,2,cash,2017-03-19 17:14:30.401,136.0,general
643,644,68,834,272,2,debit,2017-03-11 17:00:15.071,136.0,general
443,444,68,938,272,2,debit,2017-03-06 09:04:15.711,136.0,general
2245,2246,68,918,272,2,debit,2017-03-03 19:59:01.692,136.0,general
3453,3454,68,723,272,2,credit_card,2017-03-17 01:36:25.259,136.0,general
1117,1118,58,961,276,2,credit_card,2017-03-02 02:55:46.759,138.0,general
4226,4227,58,730,276,2,cash,2017-03-19 03:56:04.972,138.0,general
2741,2742,58,984,276,2,credit_card,2017-03-01 12:47:11.382,138.0,general
2571,2572,58,736,276,2,credit_card,2017-03-08 09:41:57.782,138.0,general
2682,2683,58,928,276,2,debit,2017-03-18 01:23:50.980,138.0,general
3728,3729,58,914,276,2,cash,2017-03-04 09:34:13.393,138.0,general
4041,4042,58,802,276,2,cash,2017-03-29 07:37:03.774,138.0,general
2930,2931,58,963,276,2,cash,2017-03-23 20:33:56.670,138.0,general
4856,4857,58,725,276,2,cash,2017-03-09 11:56:11.701,138.0,general
2569,2570,58,921,276,2,credit_card,2017-03-15 01:32:46.613,138.0,general
2499,2500,58,809,276,2,cash,2017-03-14 02:15:34.212,138.0,general
4177,4178,58,744,276,2,debit,2017-03-17 07:58:14.677,138.0,general
50,51,58,984,276,2,debit,2017-03-23 07:05:31.149,138.0,general
2338,2339,58,751,276,2,credit_card,2017-03-11 14:05:33.833,138.0,general
544,545,58,724,276,2,cash,2017-03-11 02:17:43.441,138.0,general
850,851,58,793,276,2,cash,2017-03-09 01:26:10.806,138.0,general
1110,1111,58,818,276,2,cash,2017-03-29 11:15:06.042,138.0,general
1679,1680,58,936,276,2,debit,2017-03-24 06:32:13.560,138.0,general
108,109,58,926,276,2,cash,2017-03-01 03:15:12.695,138.0,general
93,94,58,810,276,2,debit,2017-03-07 04:27:05.550,138.0,general
135,136,58,742,276,2,debit,2017-03-19 17:25:58.396,138.0,general
4540,4541,58,759,276,2,debit,2017-03-15 00:10:15.287,138.0,general
3644,3645,58,985,276,2,credit_card,2017-03-04 21:04:33.783,138.0,general
2736,2737,24,711,280,2,debit,2017-03-25 03:15:26.840,140.0,general
692,693,24,852,280,2,credit_card,2017-03-10 14:50:55.574,140.0,general
823,824,24,723,280,2,credit_card,2017-03-20 02:59:04.876,140.0,general
1792,1793,24,762,280,2,debit,2017-03-27 04:53:05.869,140.0,general
2916,2917,24,952,280,2,cash,2017-03-03 09:21:12.790,140.0,general
853,854,24,721,280,2,cash,2017-03-23 04:12:40.359,140.0,general
4100,4101,24,886,280,2,cash,2017-03-07 04:54:43.248,140.0,general
886,887,24,936,280,2,cash,2017-03-04 02:14:56.767,140.0,general
3831,3832,24,873,280,2,credit_card,2017-03-10 14:44:03.337,140.0,general
3473,3474,24,857,280,2,debit,2017-03-22 10:22:39.147,140.0,general
4129,4130,24,893,280,2,credit_card,2017-03-22 16:58:19.400,140.0,general
4451,4452,24,726,280,2,credit_card,2017-03-02 23:30:17.829,140.0,general
3636,3637,24,883,280,2,cash,2017-03-02 22:24:51.166,140.0,general
3284,3285,24,904,280,2,cash,2017-03-23 10:39:06.427,140.0,general
3662,3663,24,714,280,2,credit_card,2017-03-26 11:05:44.848,140.0,general
1640,1641,24,931,280,2,cash,2017-03-15 18:41:07.145,140.0,general
3142,3143,24,716,280,2,debit,2017-03-02 08:10:06.433,140.0,general
1750,1751,24,778,280,2,cash,2017-03-18 10:09:47.156,140.0,general
4530,4531,24,841,280,2,debit,2017-03-30 02:13:27.423,140.0,general
470,471,24,776,280,2,debit,2017-03-11 02:39:28.628,140.0,general
3430,3431,24,713,280,2,debit,2017-03-27 06:04:47.411,140.0,general
4933,4934,24,944,280,2,debit,2017-03-28 00:12:42.580,140.0,general
133,134,24,894,280,2,credit_card,2017-03-08 04:56:53.494,140.0,general
2379,2380,24,980,280,2,debit,2017-03-08 18:46:33.319,140.0,general
2535,2536,24,841,280,2,cash,2017-03-05 16:51:25.593,140.0,general
123,124,24,949,280,2,cash,2017-03-11 01:58:15.290,140.0,general
4684,4685,2,738,282,3,credit_card,2017-03-19 23:38:24.236,94.0,general
1148,1149,2,962,282,3,debit,2017-03-24 15:08:19.261,94.0,general
315,316,2,865,282,3,debit,2017-03-17 00:21:30.933,94.0,general
1802,1803,2,850,282,3,cash,2017-03-08 12:40:06.351,94.0,general
4820,4821,2,950,282,3,debit,2017-03-10 00:05:09.656,94.0,general
2474,2475,2,893,282,3,debit,2017-03-21 12:25:26.445,94.0,general
1776,1777,2,767,282,3,credit_card,2017-03-18 00:18:24.467,94.0,general
4978,4979,2,841,282,3,cash,2017-03-09 19:13:22.935,94.0,general
3726,3727,2,711,282,3,debit,2017-03-24 12:33:35.898,94.0,general
4238,4239,2,783,282,3,credit_card,2017-03-07 07:42:56.199,94.0,general
43,44,21,792,284,2,credit_card,2017-03-08 04:16:52.798,142.0,general
3251,3252,45,803,284,2,debit,2017-03-10 00:38:19.066,142.0,general
3336,3337,21,905,284,2,cash,2017-03-09 20:23:45.565,142.0,general
2246,2247,45,786,284,2,cash,2017-03-09 18:07:51.664,142.0,general
67,68,21,812,284,2,debit,2017-03-03 15:52:52.745,142.0,general
2747,2748,21,746,284,2,credit_card,2017-03-04 15:13:21.807,142.0,general
3031,3032,21,925,284,2,cash,2017-03-30 10:22:39.614,142.0,general
359,360,5,886,284,2,credit_card,2017-03-14 06:28:51.006,142.0,general
3058,3059,37,793,284,2,debit,2017-03-28 18:10:48.487,142.0,general
3029,3030,37,898,284,2,debit,2017-03-06 20:21:09.294,142.0,general
2279,2280,5,807,284,2,cash,2017-03-01 17:51:29.517,142.0,general
2259,2260,21,976,284,2,cash,2017-03-17 10:55:41.036,142.0,general
1534,1535,21,777,284,2,cash,2017-03-09 03:51:28.669,142.0,general
3087,3088,45,855,284,2,credit_card,2017-03-25 21:35:25.367,142.0,general
3434,3435,21,786,284,2,credit_card,2017-03-29 18:18:24.408,142.0,general
120,121,5,774,284,2,credit_card,2017-03-26 08:16:47.437,142.0,general
3164,3165,37,779,284,2,cash,2017-03-28 22:28:54.028,142.0,general
1951,1952,45,736,284,2,debit,2017-03-07 04:56:18.414,142.0,general
2793,2794,45,995,284,2,cash,2017-03-21 12:32:23.142,142.0,general
2055,2056,21,868,284,2,cash,2017-03-25 21:42:20.937,142.0,general
2785,2786,45,951,284,2,credit_card,2017-03-17 23:45:48.942,142.0,general
4956,4957,45,894,284,2,debit,2017-03-02 14:07:31.734,142.0,general
2996,2997,5,757,284,2,cash,2017-03-07 09:12:30.888,142.0,general
2962,2963,45,981,284,2,cash,2017-03-17 03:28:53.397,142.0,general
2993,2994,21,795,284,2,debit,2017-03-05 15:49:57.621,142.0,general
1920,1921,5,977,284,2,cash,2017-03-29 03:49:57.448,142.0,general
2040,2041,21,979,284,2,debit,2017-03-20 18:37:47.765,142.0,general
1848,1849,37,822,284,2,credit_card,2017-03-01 12:39:10.114,142.0,general
4941,4942,21,837,284,2,debit,2017-03-04 13:16:41.356,142.0,general
4849,4850,45,753,284,2,cash,2017-03-19 15:34:53.434,142.0,general
144,145,21,828,284,2,debit,2017-03-18 20:13:35.990,142.0,general
2152,2153,45,731,284,2,debit,2017-03-14 15:12:09.755,142.0,general
3505,3506,37,897,284,2,cash,2017-03-03 07:44:55.606,142.0,general
209,210,37,727,284,2,debit,2017-03-20 11:06:15.484,142.0,general
4705,4706,21,915,284,2,debit,2017-03-27 03:42:35.315,142.0,general
309,310,5,704,284,2,credit_card,2017-03-20 07:50:20.797,142.0,general
795,796,21,989,284,2,debit,2017-03-27 00:58:45.493,142.0,general
3951,3952,5,842,284,2,credit_card,2017-03-10 11:28:32.231,142.0,general
4639,4640,45,811,284,2,credit_card,2017-03-01 11:55:33.585,142.0,general
4318,4319,45,799,284,2,debit,2017-03-26 06:42:04.215,142.0,general
4392,4393,21,994,284,2,cash,2017-03-09 22:39:21.217,142.0,general
3581,3582,5,711,284,2,debit,2017-03-21 02:20:01.060,142.0,general
4634,4635,37,852,284,2,cash,2017-03-29 17:47:51.020,142.0,general
3742,3743,5,701,284,2,credit_card,2017-03-27 13:54:34.040,142.0,general
4493,4494,37,729,284,2,cash,2017-03-07 23:17:15.337,142.0,general
1017,1018,45,910,284,2,credit_card,2017-03-12 21:14:41.715,142.0,general
4303,4304,45,727,284,2,cash,2017-03-01 11:55:44.003,142.0,general
1420,1421,5,894,284,2,cash,2017-03-26 09:38:28.699,142.0,general
2441,2442,21,794,284,2,credit_card,2017-03-27 03:33:54.350,142.0,general
1437,1438,5,872,284,2,debit,2017-03-09 08:30:47.388,142.0,general
2448,2449,45,778,284,2,debit,2017-03-24 02:18:07.927,142.0,general
4007,4008,5,982,284,2,credit_card,2017-03-11 01:50:55.783,142.0,general
169,170,5,970,284,2,debit,2017-03-24 00:33:57.080,142.0,general
2462,2463,37,700,284,2,cash,2017-03-27 21:24:15.988,142.0,general
3669,3670,5,968,284,2,cash,2017-03-02 18:28:54.198,142.0,general
1051,1052,21,874,284,2,debit,2017-03-07 04:50:54.654,142.0,general
3587,3588,5,810,284,2,credit_card,2017-03-01 05:33:26.811,142.0,general
1229,1230,37,802,284,2,debit,2017-03-30 19:29:16.391,142.0,general
2542,2543,5,734,284,2,cash,2017-03-30 00:54:43.962,142.0,general
1142,1143,45,718,284,2,credit_card,2017-03-24 16:20:45.384,142.0,general
3820,3821,37,908,284,2,debit,2017-03-10 06:25:00.437,142.0,general
4816,4817,5,848,284,2,credit_card,2017-03-30 12:37:55.676,142.0,general
3722,3723,45,950,284,2,debit,2017-03-27 03:06:31.310,142.0,general
3910,3911,45,795,284,2,debit,2017-03-28 23:13:28.041,142.0,general
4193,4194,44,939,288,2,credit_card,2017-03-20 03:45:43.266,144.0,general
1227,1228,44,921,288,2,credit_card,2017-03-28 13:44:27.592,144.0,general
4750,4751,44,802,288,2,cash,2017-03-25 16:36:54.328,144.0,general
4823,4824,44,702,288,2,credit_card,2017-03-05 21:06:59.273,144.0,general
2187,2188,44,789,288,2,debit,2017-03-14 06:24:40.945,144.0,general
3570,3571,44,731,288,2,credit_card,2017-03-03 18:35:46.068,144.0,general
4217,4218,44,763,288,2,cash,2017-03-25 07:24:49.730,144.0,general
4999,5000,44,734,288,2,debit,2017-03-18 15:48:18.205,144.0,general
2513,2514,44,804,288,2,credit_card,2017-03-16 03:36:38.134,144.0,general
288,289,47,806,290,2,debit,2017-03-24 17:51:51.332,145.0,general
3716,3717,47,801,290,2,debit,2017-03-10 07:40:47.699,145.0,general
1800,1801,80,849,290,2,debit,2017-03-24 19:06:15.958,145.0,general
1442,1443,47,822,290,2,debit,2017-03-30 15:08:42.731,145.0,general
1415,1416,80,911,290,2,debit,2017-03-09 02:49:11.655,145.0,general
2772,2773,47,870,290,2,credit_card,2017-03-19 04:20:13.437,145.0,general
3124,3125,80,957,290,2,cash,2017-03-18 04:59:30.563,145.0,general
143,144,80,979,290,2,debit,2017-03-30 10:41:48.943,145.0,general
597,598,80,917,290,2,debit,2017-03-07 10:31:47.167,145.0,general
1267,1268,80,798,290,2,credit_card,2017-03-01 00:19:31.258,145.0,general
2915,2916,47,965,290,2,credit_card,2017-03-26 15:43:59.707,145.0,general
3709,3710,80,861,290,2,credit_card,2017-03-11 04:17:39.761,145.0,general
2730,2731,80,876,290,2,debit,2017-03-29 15:51:19.101,145.0,general
2217,2218,47,971,290,2,debit,2017-03-27 19:42:21.405,145.0,general
2732,2733,80,789,290,2,debit,2017-03-18 14:44:35.023,145.0,general
663,664,47,921,290,2,debit,2017-03-06 07:46:04.634,145.0,general
4433,4434,80,816,290,2,cash,2017-03-09 19:00:49.657,145.0,general
4752,4753,80,703,290,2,cash,2017-03-06 07:05:47.628,145.0,general
4741,4742,47,725,290,2,credit_card,2017-03-05 20:52:54.141,145.0,general
1144,1145,80,753,290,2,credit_card,2017-03-06 17:29:40.178,145.0,general
1127,1128,80,717,290,2,debit,2017-03-02 02:47:59.264,145.0,general
3234,3235,80,990,290,2,credit_card,2017-03-04 20:22:29.543,145.0,general
3881,3882,47,854,290,2,debit,2017-03-21 10:40:19.040,145.0,general
4775,4776,80,861,290,2,cash,2017-03-14 19:43:58.004,145.0,general
2086,2087,47,876,290,2,debit,2017-03-15 14:03:14.256,145.0,general
3155,3156,80,707,290,2,debit,2017-03-03 04:36:53.880,145.0,general
2669,2670,80,800,290,2,credit_card,2017-03-19 06:54:30.204,145.0,general
3186,3187,80,821,290,2,cash,2017-03-03 05:41:36.328,145.0,general
330,331,80,990,290,2,cash,2017-03-18 22:26:15.801,145.0,general
1581,1582,47,921,290,2,credit_card,2017-03-04 15:59:31.910,145.0,general
1099,1100,80,778,290,2,cash,2017-03-15 09:21:41.255,145.0,general
1575,1576,47,878,290,2,cash,2017-03-07 22:06:51.066,145.0,general
3545,3546,52,787,292,2,credit_card,2017-03-25 05:45:34.725,146.0,general
211,212,22,712,292,2,credit_card,2017-03-30 09:40:40.089,146.0,general
2500,2501,22,762,292,2,debit,2017-03-16 07:55:26.492,146.0,general
3213,3214,22,883,292,2,debit,2017-03-01 06:08:11.199,146.0,general
4461,4462,22,934,292,2,cash,2017-03-20 11:46:36.206,146.0,general
3754,3755,52,879,292,2,credit_card,2017-03-05 03:19:11.386,146.0,general
317,318,52,848,292,2,cash,2017-03-30 23:41:34.347,146.0,general
3869,3870,22,963,292,2,debit,2017-03-08 22:02:38.299,146.0,general
2581,2582,52,814,292,2,credit_card,2017-03-30 09:13:18.836,146.0,general
3830,3831,22,983,292,2,cash,2017-03-11 11:01:25.163,146.0,general
4697,4698,22,777,292,2,cash,2017-03-12 20:00:51.171,146.0,general
2663,2664,22,996,292,2,credit_card,2017-03-09 01:59:20.651,146.0,general
3369,3370,52,752,292,2,credit_card,2017-03-08 23:07:51.970,146.0,general
2164,2165,52,700,292,2,credit_card,2017-03-25 11:27:00.268,146.0,general
1223,1224,22,905,292,2,cash,2017-03-13 11:46:45.396,146.0,general
1356,1357,22,770,292,2,cash,2017-03-19 17:50:25.210,146.0,general
2635,2636,52,919,292,2,debit,2017-03-19 05:28:01.767,146.0,general
1165,1166,52,712,292,2,credit_card,2017-03-03 22:27:08.346,146.0,general
3888,3889,52,949,292,2,debit,2017-03-29 09:09:26.479,146.0,general
3286,3287,22,802,292,2,credit_card,2017-03-26 21:48:31.966,146.0,general
3224,3225,22,874,292,2,cash,2017-03-01 00:40:19.231,146.0,general
2156,2157,22,957,292,2,cash,2017-03-27 12:43:48.414,146.0,general
2365,2366,22,971,292,2,credit_card,2017-03-24 02:02:22.371,146.0,general
919,920,22,844,292,2,credit_card,2017-03-25 13:49:21.294,146.0,general
2377,2378,22,862,292,2,credit_card,2017-03-06 21:21:06.235,146.0,general
3770,3771,22,969,292,2,credit_card,2017-03-11 22:15:03.821,146.0,general
1073,1074,52,885,292,2,cash,2017-03-10 20:03:23.291,146.0,general
4110,4111,52,869,292,2,cash,2017-03-30 19:41:35.585,146.0,general
7,8,22,761,292,2,cash,2017-03-08 02:05:37.981,146.0,general
428,429,22,838,292,2,debit,2017-03-04 13:55:21.614,146.0,general
3217,3218,22,783,292,2,credit_card,2017-03-11 11:53:38.413,146.0,general
774,775,22,994,292,2,cash,2017-03-20 03:59:11.325,146.0,general
2009,2010,22,990,292,2,cash,2017-03-05 23:50:23.426,146.0,general
4229,4230,52,940,292,2,cash,2017-03-02 17:41:04.713,146.0,general
1978,1979,22,973,292,2,credit_card,2017-03-02 22:36:35.490,146.0,general
370,371,22,736,292,2,credit_card,2017-03-18 10:01:00.264,146.0,general
445,446,52,732,292,2,debit,2017-03-02 07:24:23.123,146.0,general
397,398,52,786,292,2,credit_card,2017-03-09 11:35:20.060,146.0,general
3736,3737,22,829,292,2,cash,2017-03-01 04:45:24.761,146.0,general
2367,2368,52,793,292,2,debit,2017-03-22 08:55:18.506,146.0,general
4214,4215,52,909,292,2,cash,2017-03-18 07:03:07.899,146.0,general
4713,4714,57,895,294,2,credit_card,2017-03-10 09:46:37.794,147.0,general
1270,1271,57,743,294,2,cash,2017-03-01 05:37:40.062,147.0,general
1033,1034,57,829,294,2,debit,2017-03-10 14:14:47.816,147.0,general
4698,4699,57,767,294,2,credit_card,2017-03-28 10:55:02.366,147.0,general
1224,1225,57,891,294,2,credit_card,2017-03-17 01:07:09.414,147.0,general
1451,1452,57,756,294,2,credit_card,2017-03-10 02:19:21.414,147.0,general
3265,3266,57,954,294,2,cash,2017-03-25 09:17:53.506,147.0,general
1869,1870,57,759,294,2,credit_card,2017-03-20 23:31:59.667,147.0,general
4442,4443,57,884,294,2,credit_card,2017-03-23 23:11:08.792,147.0,general
1264,1265,57,715,294,2,debit,2017-03-01 02:31:42.077,147.0,general
914,915,57,735,294,2,credit_card,2017-03-20 23:56:13.291,147.0,general
147,148,57,715,294,2,credit_card,2017-03-17 07:01:36.542,147.0,general
4949,4950,57,853,294,2,debit,2017-03-26 20:46:20.454,147.0,general
1782,1783,57,770,294,2,credit_card,2017-03-27 09:19:35.793,147.0,general
2710,2711,57,869,294,2,credit_card,2017-03-04 02:07:55.911,147.0,general
31,32,57,839,294,2,debit,2017-03-19 05:31:45.085,147.0,general
2638,2639,57,957,294,2,cash,2017-03-13 05:04:33.113,147.0,general
4044,4045,57,981,294,2,cash,2017-03-29 02:34:43.018,147.0,general
4618,4619,57,906,294,2,credit_card,2017-03-12 03:28:29.338,147.0,general
2532,2533,57,977,294,2,debit,2017-03-12 03:56:12.421,147.0,general
161,162,3,877,296,2,debit,2017-03-20 17:07:53.010,148.0,general
2204,2205,10,869,296,2,credit_card,2017-03-27 22:30:11.984,148.0,general
4469,4470,10,944,296,2,cash,2017-03-30 11:42:35.137,148.0,general
2419,2420,3,727,296,2,cash,2017-03-17 22:23:07.353,148.0,general
1050,1051,3,994,296,2,credit_card,2017-03-08 02:12:33.765,148.0,general
1143,1144,3,946,296,2,debit,2017-03-01 10:00:06.225,148.0,general
4753,4754,3,720,296,2,debit,2017-03-29 09:33:03.670,148.0,general
4798,4799,3,793,296,2,credit_card,2017-03-29 19:41:33.114,148.0,general
2414,2415,10,852,296,2,credit_card,2017-03-15 02:07:09.628,148.0,general
732,733,3,953,296,2,credit_card,2017-03-25 07:24:21.312,148.0,general
4762,4763,10,866,296,2,cash,2017-03-04 17:35:41.749,148.0,general
4201,4202,3,906,296,2,cash,2017-03-03 00:25:13.814,148.0,general
2033,2034,3,845,296,2,credit_card,2017-03-16 08:40:27.396,148.0,general
1874,1875,3,890,296,2,credit_card,2017-03-01 18:47:45.714,148.0,general
4526,4527,3,788,296,2,debit,2017-03-14 23:06:40.177,148.0,general
2294,2295,3,917,296,2,cash,2017-03-16 09:42:43.505,148.0,general
3349,3350,10,969,296,2,debit,2017-03-30 01:42:10.774,148.0,general
1734,1735,3,874,296,2,cash,2017-03-29 15:28:09.104,148.0,general
1609,1610,10,923,296,2,credit_card,2017-03-09 13:58:34.209,148.0,general
2597,2598,3,879,296,2,cash,2017-03-25 00:59:48.373,148.0,general
3045,3046,10,727,296,2,debit,2017-03-11 18:59:14.155,148.0,general
2335,2336,10,868,296,2,debit,2017-03-20 09:56:29.325,148.0,general
3488,3489,10,994,296,2,credit_card,2017-03-13 14:51:13.402,148.0,general
1197,1198,3,998,296,2,debit,2017-03-27 16:50:39.306,148.0,general
1246,1247,10,763,296,2,debit,2017-03-26 08:47:43.876,148.0,general
798,799,3,819,296,2,debit,2017-03-28 21:43:59.810,148.0,general
766,767,3,734,296,2,debit,2017-03-06 14:13:25.575,148.0,general
2110,2111,10,999,296,2,cash,2017-03-13 04:22:28.928,148.0,general
48,49,3,714,296,2,debit,2017-03-20 16:48:03.175,148.0,general
1606,1607,10,833,296,2,cash,2017-03-03 08:49:14.340,148.0,general
321,322,10,877,296,2,credit_card,2017-03-12 07:12:12.698,148.0,general
4082,4083,10,979,296,2,cash,2017-03-23 03:02:42.161,148.0,general
4340,4341,3,775,296,2,credit_card,2017-03-10 03:54:41.139,148.0,general
2117,2118,10,746,296,2,credit_card,2017-03-23 02:08:15.927,148.0,general
91,92,3,835,296,2,credit_card,2017-03-09 04:01:50.920,148.0,general
3381,3382,87,709,298,2,credit_card,2017-03-22 17:11:46.772,149.0,general
4230,4231,87,999,298,2,debit,2017-03-13 21:35:35.895,149.0,general
1701,1702,87,910,298,2,cash,2017-03-18 21:59:50.407,149.0,general
458,459,87,867,298,2,debit,2017-03-25 11:16:22.026,149.0,general
4738,4739,87,901,298,2,cash,2017-03-08 18:47:55.121,149.0,general
3414,3415,87,999,298,2,cash,2017-03-27 03:49:37.500,149.0,general
3895,3896,87,850,298,2,credit_card,2017-03-25 21:15:59.927,149.0,general
4521,4522,87,716,298,2,cash,2017-03-03 12:25:05.443,149.0,general
1081,1082,87,842,298,2,credit_card,2017-03-22 20:50:57.497,149.0,general
2914,2915,87,845,298,2,credit_card,2017-03-07 14:03:54.159,149.0,general
4667,4668,87,982,298,2,cash,2017-03-16 11:55:15.715,149.0,general
3773,3774,87,718,298,2,debit,2017-03-05 15:29:35.890,149.0,general
2011,2012,87,878,298,2,cash,2017-03-04 14:14:34.505,149.0,general
4597,4598,87,931,298,2,debit,2017-03-24 00:17:32.456,149.0,general
2348,2349,87,801,298,2,cash,2017-03-02 06:44:29.339,149.0,general
1801,1802,32,791,303,3,cash,2017-03-30 10:04:29.180,101.0,general
4857,4858,32,973,303,3,cash,2017-03-07 07:09:26.998,101.0,general
2929,2930,32,993,303,3,debit,2017-03-14 07:38:11.222,101.0,general
2326,2327,32,922,303,3,debit,2017-03-15 21:00:41.093,101.0,general
3131,3132,32,954,303,3,debit,2017-03-09 00:52:08.642,101.0,general
3676,3677,32,919,303,3,credit_card,2017-03-10 02:44:41.103,101.0,general
688,689,32,984,303,3,debit,2017-03-21 12:21:09.392,101.0,general
3387,3388,32,871,303,3,cash,2017-03-20 16:34:29.728,101.0,general
1523,1524,96,892,306,2,cash,2017-03-08 04:41:28.107,153.0,general
2768,2769,15,871,306,2,cash,2017-03-30 15:28:19.254,153.0,general
2767,2768,30,751,306,2,debit,2017-03-12 00:24:58.250,153.0,general
1950,1951,84,957,306,2,debit,2017-03-14 23:25:16.828,153.0,general
2779,2780,96,745,306,2,credit_card,2017-03-28 14:22:05.698,153.0,general
2814,2815,15,795,306,2,cash,2017-03-03 15:10:23.933,153.0,general
4909,4910,15,899,306,2,credit_card,2017-03-06 04:30:50.824,153.0,general
4869,4870,74,719,306,2,debit,2017-03-30 13:59:38.411,153.0,general
2921,2922,74,825,306,2,cash,2017-03-28 22:24:14.921,153.0,general
2194,2195,15,786,306,2,cash,2017-03-23 23:55:58.581,153.0,general
2917,2918,84,936,306,2,credit_card,2017-03-28 20:52:45.235,153.0,general
4821,4822,15,820,306,2,credit_card,2017-03-04 22:53:20.659,153.0,general
1751,1752,84,869,306,2,debit,2017-03-02 01:10:23.272,153.0,general
1753,1754,15,884,306,2,cash,2017-03-02 18:41:16.938,153.0,general
